브랜드,제품명,주요효능,연령대,평점,리뷰수,가격,전성분,제형
박카스,"박카스 에프액, 120ml, 30개",종합케어,40대,5.0,109002,22250,일반,일반
WHOLELIFE,"WHOLELIFE 유기농 레몬즙 14p, 280g, 3개",종합케어,60대이상,4.5,19060,14200,일반,일반
루솔,"루솔 진한 배도라지즙, 100ml, 20개",종합케어,50대,5.0,6374,16400,일반,일반
례답,"례답 국산 사양 꿀스틱 30p 300g, 30개, 1회분",종합케어,50대,5.0,1583,7980,일반,일반
솔티스,"솔티스 간 프로텍션 쉬잔세틴, 3박스, 20정",종합케어,60대이상,4.5,2295,48160,일반,일반
푸드올로지,"푸드올로지 콜레올로지 컷 프로 36g, 60정, 1개",종합케어,20대,4.5,43873,27300,일반,일반
PH365,"PH365 피에이치365 프로바이오틱스 베이비 아기유산균, 1개, 90g",장건강,50대,5.0,3252,39000,일반,일반
[아르기닌,"[아르기닌 + 타우린 급속충전!] 대웅제약 에너씨슬 집중샷 샤인머스캣맛, 3개, 10회분",종합케어,50대,5.0,653,54900,일반,일반
데이즈온,"데이즈온 원데이 알파시클로덱스트린 14p, 42g, 3개",종합케어,40대,4.5,13067,17760,일반,일반
에스더포뮬러,"에스더포뮬러 여에스더 리포좀 글루타치온 다이렉트 울트라 9X, 3개, 30회분",종합케어,20대,5.0,5176,71300,일반,일반
솔가,"솔가 철분 25, 90정, 1개",종합케어,20대,5.0,23894,23470,일반,일반
그린몬스터,"그린몬스터 맥스 밀크씨슬 10 3개월분, 90정, 1개",종합케어,50대,5.0,2913,6900,일반,일반
다이마타이즈,"다이마타이즈 엘리트 웨이 프로틴 파우더 단백질 보충제 리치 초콜릿, 1개, 2.3kg",종합케어,60대이상,5.0,687,92140,일반,일반
일양약품,"일양약품 일양 식염포도당, 1개, 30정",종합케어,30대,5.0,2766,4090,일반,일반
차일드라이프,"차일드라이프 액상 칼슘 마그네슘 오렌지맛, 473ml, 1개",종합케어,30대,5.0,20360,26560,일반,일반
아임비타,"아임비타 멀티비타민 데일리, 60정, 1개",피로회복,20대,5.0,11445,9200,일반,일반
플라이밀,"플라이밀 브라운 17곡미숫가루 고단백 단백질 쉐이크, 630g, 1개",종합케어,60대이상,5.0,6112,28900,일반,일반
뉴트리디데이,"뉴트리디데이 프리미엄 오메가3 골드 1100, 90정, 2개",혈관케어,30대,5.0,65623,39900,일반,일반
비타500,"비타500 캔, 240ml, 24개",종합케어,60대이상,5.0,23678,15460,일반,일반
차일드라이프,"차일드라이프 비타민 D3 베리맛, 30ml, 1개",피로회복,40대,5.0,5601,14400,일반,일반
고려은단,"고려은단 식물성 퓨어 알티지 오메가3 이지, 60정, 6개",혈관케어,20대,5.0,9415,65900,일반,일반
삼대오백,"삼대오백 크레아틴 모노 하이드레이트, 300g, 1개",종합케어,30대,5.0,3902,17900,일반,일반
고려은단,"고려은단 루테인 지아잔틴 아스타잔틴, 60정, 2개",눈건강,20대,5.0,22632,44190,일반,일반
꼬박꼬밥,"꼬박꼬밥 고단저당 단백질 쉐이크 초코맛 7p, 280g, 1개",종합케어,20대,5.0,1710,19200,일반,일반
컨디션,"컨디션 스틱 그린애플, 18g, 10개",종합케어,60대이상,5.0,9519,10800,일반,일반
속편한,"속편한 고려은단 비타민C 1000 중성비타민C, 120정, 2개",피로회복,60대이상,5.0,5455,33200,일반,일반
헬스헬퍼,"헬스헬퍼 맥스컷 프로 영양제 27g, 60정, 1개",종합케어,40대,4.5,6905,18800,일반,일반
하이뮨,"하이뮨 프로틴 밸런스 드링크믹스 RTD, 190ml, 24개",종합케어,50대,5.0,71408,25400,일반,일반
비타500,"비타500 잔망루피 콜라겐, 100ml, 20개",종합케어,40대,5.0,7284,12900,일반,일반
로엘,"로엘 히알루론산 콜라겐정, 60정, 1개",종합케어,60대이상,4.5,21134,11900,일반,일반
더다마,"더다마 PE 말랑이 약병 12CC, 200개",종합케어,50대,4.5,11783,10500,일반,일반
푸드올로지,"푸드올로지 헤이 그로우 곡물맛 저당 단백질 쉐이크 7p, 1개, 7회분, 280g",종합케어,20대,5.0,1001,29800,일반,일반
뉴트리올데이,"뉴트리올데이 올데이굿나잇 식물성 멜라토닌 5mg 함유 18g, 1개, 30정",종합케어,50대,5.0,1397,8900,일반,일반
올바른건강식품,"올바른건강식품 프리미엄 철분제, 90정, 1개",종합케어,40대,5.0,3934,7580,일반,일반
비타500,"비타500 칼슘 음료, 100ml, 20개",종합케어,20대,5.0,9266,11850,일반,일반
뉴트리디데이,"뉴트리디데이 프리미엄 오메가3 골드 1100, 90정, 1개",혈관케어,40대,5.0,65623,20900,일반,일반
종근당,"종근당 마그네슘 플러스, 90정, 1개",종합케어,20대,4.5,4605,13010,일반,일반
락피도,"락피도 정품 철분 액상 30포, 240ml, 1개",종합케어,30대,5.0,8433,17900,일반,일반
해태htb,"해태htb 구론산 탄산스파클링, 150ml, 30개",종합케어,30대,5.0,12637,18260,일반,일반
유한메디카,"유한메디카 당케어 엔 탑 혈당 유산균 10.5g, 30정, 3개",장건강,60대이상,4.5,1660,19390,일반,일반
베스트오브그린,"베스트오브그린 고함량 맥스 비타민C 3000, 270g, 1개",피로회복,30대,5.0,4716,9500,일반,일반
세노비스,"세노비스 키즈 프로폴리스 스프레이, 25ml, 1개",종합케어,50대,5.0,11532,10890,일반,일반
태양의식후비법W차,"태양의식후비법W차 무라벨, 500ml, 24개",종합케어,30대,5.0,5738,17610,일반,일반
PRONUTRITION,"PRONUTRITION 정품 듀얼플랜 다이어트 유산균 14p, 35g, 1개",체지방감소·다이어트,60대이상,4.5,2125,35300,일반,일반
고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",피로회복,60대이상,5.0,16277,17150,일반,일반
비피아이스포츠,"비피아이스포츠 아이소 HD 퓨어 아이솔레이트 프로틴 초콜릿 브라우니, 2.208kg, 1개",종합케어,20대,4.5,3659,90620,일반,일반
옵티멈뉴트리션,"옵티멈뉴트리션 마이크로나이즈드 크레아틴 파우더, 1.2kg, 1개",종합케어,40대,4.5,1301,62070,일반,일반
대웅생명과학,"대웅생명과학 혈행엔 징코맥스 은행잎 추출물 혈행 기억력 개선에 도움을 줄수 있음, 120정, 1개",종합케어,20대,4.5,7775,27800,일반,일반
햇살듬뿍,"햇살듬뿍 사과즙, 100ml, 50개",종합케어,50대,4.5,14049,13900,일반,일반
익스트림,"익스트림 초임계 알티지 오메가3 플러스 31.2g, 30정, 1개",혈관케어,50대,5.0,3911,8200,일반,일반
대상웰라이프,"대상웰라이프 뉴케어 구수한맛, 200ml, 30개",종합케어,60대이상,5.0,1556,51940,일반,일반
고려은단,"고려은단 비타민C 골드 플러스, 240정, 2개",피로회복,40대,5.0,30419,66500,일반,일반
김희선유산균,"김희선유산균 BNR17 비에날씬 모유유산균 장건강 체지방감소 60캡슐, 3개, 60정",장건강,60대이상,4.5,27469,146500,일반,일반
닥터유,"닥터유 한입쏙 단백질바, 380g, 1개",종합케어,60대이상,5.0,6028,10500,일반,일반
종근당건강,"종근당건강 프로메가 알티지 오메가3 듀얼, 60정, 3개",혈관케어,40대,5.0,1935,25900,일반,일반
네추럴웨이,"네추럴웨이 뼈엔 엠비피 MBP 130mg x 30캡슐 / 3박스, 30정",종합케어,60대이상,5.0,33904,116000,일반,일반
뉴트립,"뉴트립 릴렉스 테아닌 800 mg, 1개, 30정",종합케어,60대이상,4.5,5439,7800,일반,일반
산내들농원,"산내들농원 사양벌꿀, 1kg, 1개",종합케어,50대,5.0,2083,10600,일반,일반
동국제약,"동국제약 바이트케어 50ml + 모스넷 60ml 세트, 1세트",종합케어,20대,4.5,2063,6400,일반,일반
허니,"허니 벌꿀 잡화청 대용량, 1개, 2.4kg",종합케어,30대,4.5,2432,8710,일반,일반
베스트오브그린,"베스트오브그린 10억 유산균이 들어간 곡물발효효소 90p, 90회분, 1박스",장건강,20대,5.0,7111,19900,일반,일반
꿀내음,"꿀내음 국내산 사양벌꿀, 1개, 1kg",종합케어,60대이상,4.5,357,7980,일반,일반
베스트오브그린,"베스트오브그린 고함량 비타민C 1000mg, 1박스, 300정",피로회복,60대이상,5.0,2426,14900,일반,일반
센트룸,"센트룸 맨 더블업 비타민 82.8g, 60정, 1개",피로회복,30대,5.0,14307,28000,일반,일반
뉴케어,"뉴케어 구수한맛 미니 완전균형영양식, 150ml, 24개",종합케어,30대,5.0,103877,32920,일반,일반
푸드올로지,"푸드올로지 톡스올로지 48시간 CCA 클렌즈주스, 1L, 1개",종합케어,50대,4.5,4081,22900,일반,일반
데일리초록,"데일리초록 유기농 동결건조 하스카프베리 분말 100%, 1개, 50g",종합케어,60대이상,4.5,418,19900,일반,일반
스페디콘정,"스페디콘정 스페디콘 건강식품 스페디콘복합물 91% 스페인 해썹 HACCP, 1개, 60정",종합케어,60대이상,4.5,371,64800,일반,일반
랩온랩,"랩온랩 맥주효모 비오틴 10000, 60정, 1개",종합케어,60대이상,4.5,28893,14280,일반,일반
셀렉스,"셀렉스 프로핏 스포츠 플러스 초콜릿 RTD, 330ml, 12개",종합케어,20대,5.0,12934,24900,일반,일반
아이클리어,"아이클리어 정품 루테인지아잔틴 아스타잔틴, 30정, 1개",눈건강,60대이상,5.0,13023,10570,일반,일반
곰곰,"곰곰 단백질바 미니 48개입, 480g, 1개",종합케어,20대,5.0,11120,12900,일반,일반
락토핏,"락토핏 정품 골드 80포, 160g, 3개",장건강,20대,5.0,258710,48500,일반,일반
락피도,"락피도 비타민D 드롭스 400IU, 10ml, 1개",피로회복,20대,5.0,9989,10360,일반,일반
헬시오리진스,"헬시오리진스 내추럴 프로바이오틱 유산균 300억 CFU 브이캡, 150정, 1개",장건강,30대,5.0,18973,49510,일반,일반
프롬바이오,"프롬바이오 정품 위건강엔 매스틱X2, 56g, 1개",종합케어,20대,4.5,8175,25900,일반,일반
국내산,"국내산 100% 순수 사양벌꿀, 2kg, 1개",종합케어,50대,5.0,725,14850,일반,일반
락토핏,"락토핏 슬림 유산균, 120g, 1개",장건강,40대,5.0,25041,17200,일반,일반
종근당건강,"종근당건강 헬씨칸 로얄 밀크시슬, 30정, 3개",종합케어,20대,5.0,34829,17700,일반,일반
비에날씬,"비에날씬 BNR17 다이어트 유산균 슬림플러스, 28g, 1개",체지방감소·다이어트,20대,4.5,4077,25900,일반,일반
닥터유,"닥터유 한입쏙 단백질바, 380g, 1개",종합케어,20대,5.0,50840,10500,일반,일반
롯데칠성음료,"롯데칠성음료 솔의눈, 240ml, 30개",눈건강,30대,5.0,17863,17020,일반,일반
종근당,"종근당 칼슘 앤 마그네슘 비타민D 아연, 180정, 2개",피로회복,50대,5.0,185282,27600,일반,일반
뉴케어,"뉴케어 올프로틴 고소한맛, 245ml, 24개",종합케어,30대,5.0,8364,41320,일반,일반
셀렉스,"셀렉스 프로틴 오리지널, 190ml, 24개",종합케어,30대,5.0,49006,25970,일반,일반
익스트림,"익스트림 듀얼 아르기닌 플러스 120g, 120정, 1개",종합케어,20대,5.0,16757,14500,일반,일반
박카스,"박카스 동아제약 에프 액, 120ml, 50개",종합케어,30대,5.0,109002,36250,일반,일반
덴마크,"덴마크 구강 유산균 lgg 유산균 프로바이오틱스 365 식약청 HACCP 뉴트라업, 2개, 120정",장건강,60대이상,5.0,1188,38780,일반,일반
일동생활건강,"일동생활건강 하이브리드 에너지 파워젤 청포도, 44g, 10개",종합케어,30대,5.0,5196,15000,일반,일반
푸드올로지,"푸드올로지 마인드풀 지중해 오일만 클렌즈, 10회분, 1개",종합케어,40대,4.5,3223,24800,일반,일반
헬로바이오,"헬로바이오 올리브오일 엑스트라버진 식물성 캡슐 30g, 30정, 6개",종합케어,50대,5.0,327,20600,일반,일반
일양약품,"일양약품 장건강 듀오 프로바이오틱스 골드, 50정, 1개",종합케어,60대이상,4.5,6890,10500,일반,일반
닥터린,"닥터린 초임계 알티지 오메가3 알파 30.21g, 30정, 3개",혈관케어,20대,5.0,40288,26900,일반,일반
뉴트리디데이,"뉴트리디데이 프리미엄 멀티비타민 골드, 90정, 1개",피로회복,40대,5.0,35091,11900,일반,일반
해태htb,"해태htb 구론산 스파클링 오리지날액 선물세트, 150ml, 20개",종합케어,50대,5.0,15601,13220,일반,일반
뉴트리디데이,"뉴트리디데이 프리미엄 루테인 골드 350mg, 90정, 1개",눈건강,50대,5.0,45573,10900,일반,일반
웰핏,"웰핏 콘드로이친 1200 MBP, 60정, 5개",종합케어,30대,4.5,19909,24900,일반,일반
웰핏,"웰핏 고단백 초유 산양유 콜라겐 단백질, 500g, 3개",종합케어,30대,4.5,11377,29900,일반,일반
99바이탈,"99바이탈 건강한 간 밀크씨슬, 1개, 150정",종합케어,30대,5.0,3254,9900,일반,일반
익스트림,"익스트림 듀얼 아르기닌 플러스 1000mg, 120정, 2개",종합케어,60대이상,5.0,16757,27500,일반,일반
헬스헬퍼,"헬스헬퍼 맥스컷 프로, 120정, 1개",종합케어,60대이상,4.5,6905,33400,일반,일반
랩노쉬,"랩노쉬 프로틴 드링크 퍼펙트 바나나, 12개, 350ml",종합케어,50대,5.0,571,24600,일반,일반
[행복한농장]로얄,"[행복한농장]로얄 에버허니 야생화꿀 450g, 1개",종합케어,40대,5.0,213,8990,일반,일반
레모나,"레모나 드링크, 100ml, 20개",종합케어,30대,4.5,1150,8080,일반,일반
아임비타,"아임비타 멀티비타민 아르기닌샷 14회분, 434g, 1개",피로회복,30대,5.0,1019,19900,일반,일반
99바이탈,"99바이탈 편안한 눈 루테인 미니, 2개, 150정",눈건강,20대,5.0,3403,14990,일반,일반
헬스헬퍼,"헬스헬퍼 맥스컷 다이어트 핏 3.1 레몬맛, 140g, 1개",체지방감소·다이어트,40대,5.0,3035,30160,일반,일반
[무가당,"[무가당 0g 설탕] 빼바 리얼초콜릿 프로틴바 다크, 360g, 1개",종합케어,50대,4.5,2346,19050,일반,일반
센트룸,"센트룸 실버 우먼 멀티비타민 76.7g, 50정, 1개",피로회복,40대,5.0,21485,22950,일반,일반
솔가,"솔가 엽산 800, 100정, 1개",종합케어,40대,5.0,15699,19900,일반,일반
동원,"동원 비타C 자몽에이드, 500ml, 6개",종합케어,50대,5.0,668,4980,일반,일반
구트할로,"구트할로 멀티비타민 오렌지맛, 20정, 3개",피로회복,50대,4.5,7891,9900,일반,일반
정원삼,"정원삼 6년근 고려홍삼정 365 스틱 선물세트 + 쇼핑백, 300g, 1개",종합케어,30대,5.0,76483,27800,일반,일반
소백산청정농원,"소백산청정농원 아카시아꿀 100% 자연산, 천연 아카시아, 2.4kg, 1개",종합케어,30대,5.0,2625,47800,일반,일반
광동제약,"광동제약 위생천 오리지널, 75ml, 20개",종합케어,50대,5.0,36053,11150,일반,일반
종근당,"종근당 비타민D 1000I.U, 90정, 1개",피로회복,40대,4.5,6002,8300,일반,일반
로니콜맨시그니처시리즈,"로니콜맨시그니처시리즈 King Whey Premium Protein Chocolate Brownie, 1개, 2.3kg",종합케어,20대,5.0,109,82200,일반,일반
레모나,"레모나 톡톡 비타민C 100포, 200g, 1개",피로회복,60대이상,5.0,4654,14900,일반,일반
비타민마을,"비타민마을 요모 톡타임 클렌즈 48시간 ABC주스, 1개, 1kg",피로회복,40대,5.0,289,12900,일반,일반
종근당,"종근당 정품 관절연골엔 뮤코다당단백 콘드로이친 1200 플러스, 60정, 2개",종합케어,30대,5.0,12545,30330,일반,일반
솔티스,"솔티스 타마플렉스 관절 & 연골 프로텍션 5days, 10정, 1개",종합케어,50대,4.5,1569,17830,일반,일반
유기농마루,"유기농마루 정품 맛있는 진짜 국내산 CCA 주스, 2L, 1박스",종합케어,20대,5.0,5721,24800,일반,일반
퍼니트,"퍼니트 유기농 올레샷 올리브오일 앤 레몬즙 14p, 280g, 1개",종합케어,40대,5.0,145,10800,일반,일반
엘레나,"엘레나 유렉스 프로바이오틱스 유산균, 90정, 1개",장건강,20대,5.0,18328,57670,일반,일반
비타할로,"비타할로 온가족 생 유산균, 300g, 1개",장건강,60대이상,5.0,49332,18990,일반,일반
닥터라인,"닥터라인 헤모키즈 맛있는 딸기맛 유아철분제, 120ml, 1개",종합케어,60대이상,5.0,13967,28450,일반,일반
풀무원,"풀무원 리셋클렌즈 48시간 ABC 주스, 1개, 960ml",종합케어,50대,5.0,371,19900,일반,일반
뉴트리케이,"뉴트리케이 두뇌엔 포커스 PS 80 포스파티딜세린 식약청인증 순도 80% 이상, 2박스, 30g",종합케어,40대,5.0,6366,38000,일반,일반
뉴케어,"뉴케어 정품 구수한맛 순, 200ml, 24개",종합케어,40대,5.0,40198,44520,일반,일반
솔가,"솔가 면역 비타민 D3 2000 위드 아연, 60정, 1개",피로회복,40대,5.0,1034,22600,일반,일반
하이뮨,"하이뮨 프로틴 밸런스 저당 음료, 190ml, 24개",종합케어,60대이상,5.0,10663,30110,일반,일반
익스트림,"익스트림 멀티비타민 미네랄 42g, 60정, 1개",피로회복,20대,5.0,8521,14900,일반,일반
